gene	S0	S1	S2	S3	S4	S5	S6	S7
AJAP1	2.220446049250313e-16	1.3601270212219005	2.4424094527867606	4.843733170636844	1.5198609482037213	14.424468595606207	3.583852355102529	6.817533016501246
CLSTN1	2.220446049250313e-16	2.489428183791234	3.696331683578011	7.472829262420014	7.297380629410786	4.546639908054338	1.0677822752657233	7.256765989693293
UBIAD1	4.304302849549962	4.998715627308888	2.356603523395388	6.009749812465456	2.220446049250313e-16	11.933352126042964	2.628134617194059	3.5004277686889957
WNT4	3.849896651167956	2.362020167224305	9.939224699173222	10.870189852281289	5.00479461197356	2.055242907204012	0.7934542553841046	1.1945865467254233
RSRP1	0.9483557167895147	5.939821851704686	2.220446049250313e-16	2.220446049250313e-16	8.133935550981587	16.337880802855878	1.2348108542975615	1.2773807841036957
SLC30A2	5.6473287970485435	8.557682609559537	6.6245930843518845	2.220446049250313e-16	4.0867825641310835	2.7033533120251834	1.2995965788864208	5.3139536369016875
CEP85	3.560122085827246	2.220446049250313e-16	8.232746682717996	5.672922593414422	11.143005414264739	4.307335316551411	0.34118110896369824	2.7079980715870775
ARID1A	3.3557024237252553	4.372235155881169	2.8342482532730053	12.386442059045937	8.775000821350242	2.220446049250313e-16	2.220446049250313e-16	2.633785661093629
WASF2	1.2602707288863848	7.459550769595312	3.5274496644475075	10.645849593816944	7.127055132942299	2.220446049250313e-16	3.114528503860311	2.220446049250313e-16
C1orf216	5.484322338423616	0.023913090243125268	7.473304466451094	12.851110434364385	4.5570664480879515	0.21408855816193384	1.5717268616462454	4.61870808116854
HEYL	5.356177271168468	4.592573684774107	7.254499662933957	8.992985733452748	4.972670516114575	0.7322908774601165	2.220446049250313e-16	3.513909704444097
PPIE	4.813867742696111	3.988451780966173	6.094031362670908	12.54064445254605	3.8562721895038745	1.8724321844248084	1.3390472959389972	1.2605234515558283
TRIT1	3.004384845214321	8.16103874423184	6.573118308908459	6.996235503705911	2.5671589721321353	1.897843333524572	0.692389995261979	3.718918085319051
MFSD2A	5.0304997267693015	5.324395399829434	6.981144996467165	2.220446049250313e-16	1.7410325200831487	8.501864683633235	2.220446049250313e-16	7.807944343032631
KDM4A	7.961140692239276	3.889479856045762	3.8885423105684973	11.955081887533657	2.063536862551729	0.905047845536648	2.220446049250313e-16	5.893159434315979
DPH2	2.136394587427901	5.1796687075989585	5.045738316952503	2.220446049250313e-16	2.220446049250313e-16	10.528119778285383	11.245680449827029	1.0921041638505518
BEST4	0.4304045213780163	5.095317072438123	2.0892024267018003	2.220446049250313e-16	0.4580830744873321	15.761003866343064	4.473198780250714	5.9126025862218565
UROD	5.644619454889212	3.3083182697417506	7.373377655118785	11.418694542738587	4.145501873474861	0.838348627309875	2.220446049250313e-16	3.383536631139731
CYP4B1	2.2159024013647874	6.935706847838038	2.220446049250313e-16	0.8399931611087119	1.901584453011918	15.807734120906616	3.0976660455190053	3.4641287746212526
USP24	1.6400052485323076	4.800125938321024	6.943628119073029	8.56701481176091	4.970606693845162	2.220446049250313e-16	3.337691717915594	4.013617902044239
PRKAA2	2.220446049250313e-16	0.03733235567324162	4.650400745256938	4.841606182141531	11.595791899173912	8.890629761416413	2.220446049250313e-16	4.571906433900084
RPE65	3.918924762793952	7.084843313045063	2.5612031492050855	12.289737300972702	4.624621409930057	2.220446049250313e-16	2.3176972484505978	1.465754345590847
CRYZ	1.9809441315473442	4.516499073804569	3.974634101934719	0.36487980244636553	10.40305401015765	4.4642831653631605	4.907038289203453	3.110634647906471
RABGGTB	1.5109402423444411	1.6051715681095065	4.128510342087039	9.863204579065425	7.194653748114215	4.831859386573659	1.858965027003483	3.752457374773748
ASB17	2.859467644299166	0.6177535812486763	6.308541933042502	8.629218400097674	8.254868694274748	3.917421676412303	2.220446049250313e-16	5.120044680134508
CLCA2	3.728870230065326	2.220446049250313e-16	2.937912905937191	2.268407511217764	10.267094953239546	1.592033138214087	6.9837160649700225	7.272008360505003
GBP6	3.3095732662045627	0.45945251321574787	7.807883582281896	2.220446049250313e-16	3.296979779894699	3.8701333836137475	7.973069115878005	8.989460406918576
HFM1	2.790165613557961	1.056586182598645	4.561575469828231	6.053614911391785	4.1288440653009495	4.542978958339171	7.992401107392828	4.498578687455566
RAP1A	0.8157560621954942	5.142986001993261	8.285462631241677	2.220446049250313e-16	3.683572985718509	5.766811681300668	1.9490381841959277	8.099043959356905
WNT2B	4.7281671619957075	2.549768019114712	10.818133214439408	2.220446049250313e-16	2.220446049250313e-16	4.727481782237994	9.664176885399682	4.301863102954294
SRGAP2B	2.220446049250313e-16	3.8729775673434976	7.296082105761586	3.0977912937698506	7.10430663733573	1.5191362638971926	3.283102624564528	7.067318044046609
CD160	4.598436541439352	3.6871394731968827	3.957592914906295	14.118684486668393	3.673577408450158	0.7171168866589421	2.220446049250313e-16	4.614767954844433
RBM8A	8.86858968071371	7.185719832499641	4.2988517469455765	6.856544929319046	5.1151902214623535	2.743844904559811	2.220446049250313e-16	0.9308669528186702
NBPF19	2.220446049250313e-16	2.338279442194038	3.670504415409969	9.201206917443319	9.206565134535673	2.1955934969904445	4.003233043162918	3.383099191557916
CIART	4.546888971047807	3.3584040312856747	6.217267292467122	4.861275525359197	10.59210555156941	5.706750034570213	0.492113614551994	2.220446049250313e-16
ADAMTSL4	5.688815510649905	1.8988539606413095	1.5288063624153136	2.220446049250313e-16	5.5193470435249985	15.897288178374525	2.151674871017828	4.274850884346007
MCL1	3.3335588977862627	2.220446049250313e-16	8.30410355413665	9.489713523477265	1.8769348713171858	1.573135439118146	6.077538753328767	5.595710387626205
RFX5	6.807441777930009	2.220446049250313e-16	2.220446049250313e-16	5.610382048729429	10.832184732384434	10.1949074683574	4.091592034964663	2.220446049250313e-16
OAZ3	1.2379785776367207	6.398901862292574	1.3538037384164916	2.220446049250313e-16	1.5951250265932968	17.38535495356404	2.220446049250313e-16	6.322333114359037
RPS27	3.3646122204197213	6.376963853733377	5.305223823365166	9.48531372760468	7.468773858748799	2.220446049250313e-16	0.46524414837482464	1.519763947003566
LRRC71	6.829668777134826	2.4270934566526954	2.81104531440534	3.2859583844935987	1.682940102287241	10.278509620768983	2.9566264366676682	6.513752621773112
ETV3	4.302445741992389	4.737040939161986	3.3575784253529646	2.1358145713321393	2.220446049250313e-16	13.096486996834527	2.220446049250313e-16	8.037958453256921
DCAF8	4.6400802639136804	1.5299183955055824	1.0493433907569267	2.220446049250313e-16	6.222465532511646	10.82682244905796	7.699872403966774	4.071481250358462
PEX19	3.6180332755826123	7.126037714101036	3.015852166027458	2.220446049250313e-16	2.220446049250313e-16	1.5098171461242602	8.467173656697751	9.969314594762633
DUSP12	0.7005475653698301	3.2497593482286042	3.0246612910664483	3.1025918711933476	2.220446049250313e-16	13.184489845871889	6.233352038417525	5.4333361968940075
UCK2	3.3776547592070534	4.0006643323571005	2.1043682707144455	2.089293130942508	5.257702465083575	12.930487675448331	2.220446049250313e-16	5.501563407556767
POU2F1	1.7658764029449248	1.0254034080725987	7.037400009061779	2.1795030536270894	2.220446049250313e-16	12.921482170962395	5.072738189766732	6.181683851178104
CREG1	1.0142642736321184	6.6833341017062065	5.874514314458324	4.596643212438266	8.290743351261288	2.220446049250313e-16	2.5735147242025453	3.9655431138588235
PTGS2	2.220446049250313e-16	3.7681407720806988	4.70741638806305	12.464055839952987	3.459742086510413	1.6698469328721819	3.753777192533156	4.143685988082339
CFH	3.851223410808301	4.51649546414299	2.2064500809950944	3.151737941918777	2.220446049250313e-16	14.178226255816247	6.580146170439175	1.7468831684525399
KDM5B	0.45259894020297076	5.420336539414137	2.220446049250313e-16	2.220446049250313e-16	7.9683166289424605	15.894874613234013	2.220446049250313e-16	4.036275817289449
C4BPA	0.6346606624229246	6.067850796063183	2.4385339197716966	2.7837398243883515	2.2368137294824795	10.708213645277997	3.8048773798884943	4.9035497953587495
PLXNA2	3.2723922670955488	2.220446049250313e-16	1.400999161479211	5.614694734866652	4.629521726104107	4.396458568878373	9.124077127502446	7.205767376030504
NVL	6.1389617456207155	3.684555754046544	6.489487656324567	8.875701482093152	8.678585474666182	0.608724487546993	0.12087821233666274	1.1577742954621146
MIXL1	5.935513839553825	4.896014775088862	1.6798952425856486	9.79417951877681	10.007596588779506	2.9107805500497657	2.220446049250313e-16	2.220446049250313e-16
RNF187	2.7276465384136817	2.220446049250313e-16	2.220446049250313e-16	11.20362111026762	4.323882862237845	8.768698373823671	5.948885394754518	3.384742047704603
KLF11	4.652840997150184	0.48784537742039724	2.220446049250313e-16	2.220446049250313e-16	8.311741353094497	12.517941192578004	5.963990966406	4.31841641074008
SLC30A3	1.4593676227259766	2.9623515264037046	7.965086434017672	6.157463186602879	12.871239192796704	3.0163067657772378	2.220446049250313e-16	2.220446049250313e-16
KRTCAP3	1.760992636654754	2.371229053763148	1.3954229504095692	6.451750094555385	6.925805089703751	13.755508741341625	2.220446049250313e-16	2.7142963790851415
PKDCC	3.829842722028457	4.6688975558154375	2.220446049250313e-16	2.220446049250313e-16	0.2943714362507439	11.987250527145758	10.816523230641614	4.008352320188408
CLHC1	3.0607058126604074	1.544373519266749	0.9745110672258743	9.261398700504955	7.0111883637616685	3.610203989311611	2.662265579934005	6.719364985280429
AFTPH	3.189591866155982	9.418699240425974	8.030706650571739	2.220446049250313e-16	4.436219278873779	1.3078582971717996	1.7697644517871884	4.813006324212111
CNRIP1	5.720745829314946	3.397239010178062	2.9677627107325826	12.065292346859389	4.980844372947226	2.220446049250313e-16	0.9601293490124188	5.340322053631359
NFU1	1.1502340312623869	9.210968760259263	8.119286429868218	4.7232070949125315	2.1778950131202506	2.220446049250313e-16	4.3881942611374125	3.0438488638190706
MXD1	6.24574423113627	2.220446049250313e-16	2.220446049250313e-16	10.171139875124144	3.311139692412169	7.9581488410859755	8.30030827649681	1.9690966045052107
SMYD5	2.9182165991022417	2.207060226678312	4.910252518515373	9.58679778113957	10.655331831057964	2.220446049250313e-16	2.324453784653032	2.348808898603422
SLC4A5	4.430755924899263	2.220446049250313e-16	2.220446049250313e-16	6.865439926009358	7.6000508546086785	4.973154622547926	10.093161812767331	2.4240831682953576
TACR1	0.3147223377555218	2.8685744354132954	5.453863003311466	3.4349608174064032	13.456998375624696	4.436321033859897	1.4418547766050742	2.155462859983243
IMMT	4.929746509859361	1.7849113852130358	4.4944413578645745	5.247029788395477	1.8937077243846647	10.33073659892211	4.504761932497468	3.539678971822155
ANKRD23	4.280000025269322	2.8223362837867576	3.273792577854808	6.213362197039558	3.957733467329543	6.446247551886556	3.262786543183272	5.268059415850908
IL18R1	4.0161323534038695	2.2231120987965767	0.6098134397970401	2.220446049250313e-16	5.307913458048327	17.068245393899186	3.228651694661075	3.8543442398481766
POU3F3	2.898654629133196	4.053948985438906	1.3807329751284918	2.220446049250313e-16	2.220446049250313e-16	15.258157416726139	7.778310250276494	4.27870276638083
GCC2	0.052379420378674435	5.623833778117071	4.997366090260119	7.901382564399605	2.809031097120532	2.7733553678878646	2.559068072304327	6.363528433806742
SH3RF3	0.47177411043522893	1.068913280193641	8.716291308282305	6.971919525171042	4.255887589663447	2.1207303069221064	2.5326653907402568	8.368965995664663
PTPN4	2.378279695362182	2.220446049250313e-16	3.4462288888055426	5.013334762279522	10.938831925779368	12.746680337410028	1.6858236770329862	2.220446049250313e-16
SAP130	2.406034205151898	1.5836278001619046	4.4288587255091105	1.930281521079094	6.838138034952866	2.2956293577001263	8.977309109369445	6.260017399634382
RAB3GAP1	1.7478870254171688	2.220446049250313e-16	2.2667516679150257	5.265212440257428	2.207032793851007	10.542743809198143	4.531039238558695	9.094683560023832
RND3	5.674783888564758	3.474945039357573	1.2549617413416208	2.220446049250313e-16	10.184519528049261	9.39534763667168	5.867841255987399	2.220446049250313e-16
RBM43	8.262045757459838	3.6749892986353494	2.4245579310731804	0.06334540307219916	3.3610886314331374	12.272243714094571	7.616522640599827	2.220446049250313e-16
UPP2	0.02083303397378462	3.7826923220236974	0.972087747003175	9.308674866123086	1.110650978593887	4.784533374991188	3.6123694246329303	9.754554746381885
TANK	1.62298538790241	0.5736436464417576	2.220446049250313e-16	2.220446049250313e-16	3.6196186160060355	18.882022499515084	5.528396660214847	5.729469610506144
SLC4A10	3.8654587236310824	5.975239275997769	6.350821609518203	6.364948221697466	7.7820022563809035	2.072860007607025	2.220446049250313e-16	1.9548371386157255
LRP2	6.145917631585559	2.220446049250313e-16	2.220446049250313e-16	6.41920951523055	8.167308573735388	10.154660895435814	5.945889565629631	0.4572818548167117
HECW2	0.9662534647424919	3.197560281389327	3.720398066455404	10.278096448689102	8.023275238945024	2.220446049250313e-16	1.6472326311777752	5.723892507486359
BZW1	3.4988601182192323	7.9908085860296865	6.297219166017695	9.936422222606137	2.220446049250313e-16	4.348026242826428	2.220446049250313e-16	2.4584885547640134
CLK1	3.156973578159287	5.89129916163375	5.861545500421041	8.327577072548479	4.577431966051099	1.682020971571319	0.6884833650114306	3.9477383565281903
NIF3L1	4.7571437303644615	2.220446049250313e-16	0.6072908895291889	1.0529972997254013	11.639888578057876	1.0595824376446843	11.773558365765936	4.506720535335317
FZD7	5.0844437283817685	4.247927635721263	8.27361119091633	4.204788776778555	5.539427287446185	2.093812142145862	2.294136077161217	3.6985442922319898
CARF	4.403899559947675	5.11509514378538	7.5128568447597175	6.97404987642089	3.3644755973719263	2.220446049250313e-16	3.9082879976305045	3.9250189495258994
ZDBF2	5.23655771761279	2.220446049250313e-16	0.2942018507515254	7.580890302186532	7.875181583065242	12.270212629961929	4.2627348376818395	2.220446049250313e-16
UNC80	2.773103821558916	1.3704705814424791	2.7463959529995865	2.3497037958128257	1.978455970148817	14.512427749553034	2.019077654504785	7.997976701951597
ACADL	4.1434953009778415	2.358637117427598	3.799306672991224	7.86288302014454	2.220446049250313e-16	10.163612063976583	7.819442462677433	0.9157324108047988
PECR	3.664056727671253	1.2024334261327159	0.5352763425368532	2.2046736197810475	2.220446049250313e-16	15.541877751057427	4.360062332887489	8.960553526436875
STK16	4.9451051637978445	5.643076789853165	5.681796541567	9.278684832339511	3.776101828433305	0.5101647385128762	0.6622114570944571	4.309086725787144
TUBA4A	1.12401374092333	4.777372350480887	2.220446049250313e-16	5.8205985042990145	7.652639252991632	7.5117931452368705	7.309588628635228	2.220446049250313e-16
COL4A3	4.128389241267782	2.0066802514394055	2.220446049250313e-16	2.220446049250313e-16	0.8254554178891302	18.85729067199946	5.094013172128028	5.559489485978608
RNPEPL1	3.538713102503625	2.8866556609175547	3.850522765680666	5.069453751856125	8.255913426147803	2.969195699252547	4.584936134346201	3.6190386632453815
LHFPL4	4.993804418075385	2.220446049250313e-16	0.5195328600694396	10.046217423186928	2.220446049250313e-16	13.809664443625714	2.212787054556664	5.833228946287691
ATP2B2	1.1133379165779078	2.427791211972856	2.7576356968575597	0.5042825096119294	7.573264367703366	12.146944052918162	8.675009236363127	2.220446049250313e-16
NKTR	2.679057871683551	4.3106318463995965	4.311266151557658	4.979363069301677	12.887074026371483	0.2223590516908689	4.713652425903556	2.220446049250313e-16
SHISA5	2.006556702961649	5.842945251921066	2.3176238306999295	12.669027035235462	4.914679556449748	2.1563287397518573	0.08564516750871043	3.672350146925727
UQCRC1	3.4065064172271597	1.4767704142954017	1.6738462396559628	13.382595360234392	8.171386272110725	1.6681461855257556	2.220446049250313e-16	5.3374384936170465
C3orf84	2.842770039796897	6.776136011493318	1.1767421925236428	4.911811654821092	8.232557512169436	4.987763140742609	1.9800830202078057	2.5461993424062443
RNF123	5.654227144444618	4.8354178010907685	4.614836511740125	4.502064165761996	6.224278051840104	0.8744497575428576	4.905360237690578	3.4462453054497146
SLC38A3	2.6128152731633127	4.160190084201652	0.6281677152748344	2.220446049250313e-16	3.2115967255350184	15.630538227210799	2.369366063857492	6.238943073417012
PDE12	3.0134257335031047	3.2243674057289198	2.715610975058985	7.1150924004774225	2.905752241742907	10.363306093094636	6.9059800871046635	2.220446049250313e-16
ATXN7	3.09561244466358	6.66494868145293	2.5575358188515827	8.321532523428733	10.40833255177921	2.220446049250313e-16	2.6486124087178027	2.220446049250313e-16
PSMD6	2.059703098410292	4.31393279751569	7.495643123320155	11.219471323293103	2.0364802286545554	1.3953387178489352	1.370805279959456	4.666856373664475
EBLN2	2.220446049250313e-16	2.220446049250313e-16	3.9150543773778645	5.606538579520347	4.766093515227623	3.1104291709589154	9.600628902291284	7.604875460365481
CIP2A	3.5299872151669813	3.952305598614707	2.220446049250313e-16	6.238250248187499	4.171494676990581	6.7425065683053855	10.74171670161017	2.220446049250313e-16
TMPRSS7	8.121476173440493	2.220446049250313e-16	6.106593617330139	10.626806694122674	1.0582443232027803	5.415751341037438	4.8462969982212964	2.3714823882312097
SLC41A3	0.4761675986147692	3.9614816467829908	5.935088544830056	6.494175277450434	1.6885187275622995	1.0948019016378407	9.373222656944897	4.973408381142506
ALDH1L1	0.007789171240094662	0.3241936376930923	5.2764598886937435	10.385942020841131	2.220446049250313e-16	13.861580980009396	2.220446049250313e-16	6.0850949830612775
CFAP100	4.013427385446276	2.220446049250313e-16	0.31079415934969035	5.898273469036789	5.82259527208371	6.1482064712512035	7.650017767034843	6.060256372365269
PODXL2	2.1596054411223626	5.105922982698877	3.465458271966679	3.0295142094157232	3.2967900715834473	8.328826881220063	4.283691783099137	4.579198219505219
GATA2	3.52021492468812	1.2915976972324188	0.8148858694542671	5.053434881946215	4.8770134267734075	10.295181100666909	6.23793922568358	3.8630004728383276
CDV3	6.9722859504055394	2.220446049250313e-16	2.220446049250313e-16	8.149117043996263	0.10767107243341822	11.709077742966548	7.9387913088834505	3.5588715675328793
ESYT3	2.3641993888559134	4.774698390216839	2.220446049250313e-16	0.0007928530387051325	1.0243794959036743	14.907314990445336	7.087770794003038	4.694078730776372
PIK3CB	5.222000158450454	0.45673431243610807	6.785467014550051	6.91720278835388	6.176745394455	6.13367171892371	0.9354505739885086	4.171079921924457
SSR3	7.728407578237598	5.792824165205307	2.220446049250313e-16	0.04263042992946975	1.0010486096087745	3.218562359963907	8.099535724578132	9.304059358523435
PLD1	4.870052726950501	2.9636787739465333	7.82807979862379	11.208235213612076	4.0534423769172765	1.8590684575669765	2.5463515193043795	0.8695453511823201
ECT2	4.096905970129249	7.2397287811162645	2.220446049250313e-16	9.07245349109284	3.8360714752811136	4.87286887334005	2.7765798293170136	2.2505340718310443
MAP3K13	3.95403040787586	5.933878976895809	0.9232950581959614	1.3730941675645916	2.2735346155772302	12.326429739511797	8.687185197137502	2.220446049250313e-16
DGKG	0.8165355197790705	2.220446049250313e-16	6.563940324860464	2.220446049250313e-16	8.822647871723856	16.593448014068354	1.9897127113112845	1.3341511595704416
CRYGS	3.8895659075082203	3.8191502704322886	2.5056722140270646	5.258009783910338	2.220446049250313e-16	6.813853257062456	8.6400618508507	4.7482034659978964
ST6GAL1	0.6071038030715857	4.743014434682081	3.812376322460114	2.220446049250313e-16	9.150801150873093	8.971867791631908	3.7319923452375328	2.6581526535096036
UTS2B	0.36047367695198196	3.2303211934028866	2.379335881249419	3.446375041596654	2.220446049250313e-16	3.867087905717652	12.03635074741491	8.542798780689186
ZDHHC19	4.883025487348621	5.1287747193713304	8.00993906514475	8.717304803933587	2.220446049250313e-16	0.24898730691319404	3.5046021565783816	4.903376670106295
IQCG	2.4944995636030787	2.220446049250313e-16	1.884320303310263	5.905276186826929	1.3485003427665019	12.153641963135234	7.150713312205225	5.391765073071486
LRPAP1	1.8446875931738957	3.357244164191023	3.2963619204584322	1.6131189526600447	2.220446049250313e-16	17.142464950452702	0.7725232443261647	7.440418642227255
CD38	1.890662246218876	5.731761560895867	0.6030982707611598	15.04593322893517	3.823157737250219	1.3100218644157544	1.5137117548315748	3.6776188622829205
QDPR	4.4620150302978745	10.932485237793347	1.4751258014538005	5.924535250319748	4.2797550001023765	2.0469978398501443	2.220446049250313e-16	3.860117560990812
LCORL	5.142826982072136	9.27518994016766	3.870177295722103	2.3479530305835463	2.220446049250313e-16	3.6515525828989652	1.1958806776768176	8.328102751107984
C4orf19	2.81759679924753	2.220446049250313e-16	1.2970553112328158	2.3628808411171818	2.5455413127219657	17.196851993611762	4.754366624626281	5.571001984171358
DCAF4L1	4.575932978858701	1.7442194043049426	3.837537589240509	7.036446016364257	6.017003976192109	6.285811608246174	2.220446049250313e-16	6.322282368511537
SPATA18	1.7038252005655274	2.8132176665321786	8.140925252054199	4.89171278308593	5.675136571725927	2.220446049250313e-16	9.539808016938931	2.0200777263759555
RASL11B	2.220446049250313e-16	3.578708656717571	1.267842435050552	6.27643889036088	0.2473725169409846	16.962696373743462	2.220446049250313e-16	6.5853588374107535
IGFBP7	3.9907879288957977	5.185352300390061	5.182698736272776	9.005601916096143	7.048002648919291	2.220446049250313e-16	2.2820598932569203	2.1240598056304734
JCHAIN	3.477598219046265	11.393295547524039	8.121393834250098	0.8824245136443825	2.220446049250313e-16	2.9696018921564105	5.547868910868655	0.9474504657046401
CXCL1	4.413771488805903	4.220886857102544	2.220446049250313e-16	9.43798199629212	1.3746289063963384	2.090584941657012	7.5350403473130445	5.888681908102335
CXCL2	3.146121904108828	1.2708012824217132	1.8092427498239922	12.137588167772806	8.562539335657998	2.220446049250313e-16	2.220446049250313e-16	7.715594342636979
PPEF2	3.9043611175360327	2.871528818950832	2.402525165003435	3.1917400768573696	2.220446049250313e-16	13.711472397340183	8.210262144571079	2.231906050246378
CCNI	1.0410685205534067	5.48439713325892	3.6764472355765436	2.7828185092938105	10.474105051303344	2.0435326223641503	2.220446049250313e-16	7.138619945182619
HSD17B11	1.3719540559972567	3.4101968500057485	5.694615882210301	2.220446049250313e-16	2.220446049250313e-16	6.733899249043068	7.738535071531377	9.545705704754688
ABCG2	3.499650576650922	1.4947617417883858	2.5749768977287335	3.786448481746622	4.3088641195075885	14.6187631443565	2.3674382613419565	3.634626359774355
FAM13A	4.279308482442405	3.387715592059733	6.209311568106514	11.347269564188407	3.599485685913403	2.220446049250313e-16	1.134300807368387	5.537987896723474
SMARCAD1	4.609883322133688	10.948685016943736	4.783446451888499	2.6670017265355197	6.992746146856369	2.220446049250313e-16	2.588647650261592	0.49373666916757575
PCDH18	5.311638790361145	0.29551796771025174	0.19985272395814402	14.718385833542857	7.774705988268023	0.43389556812439256	2.7731421957333016	4.492572942783255
EDNRA	2.536069409176972	5.198020519851742	1.5485213701229088	1.957030516714711	2.3415992690748966	11.393780475777636	4.058232092957457	5.455325849700038
